task	contrast	positive label	negative label	pretty name	tags
Abstraction	animals_photo	photo of an animal	fixation	photo of an animal	['animacy_perception','visual_representation','oddball_detection']
Abstraction	faces_geometry	geometry render of a human face	fixation	geometry renders of human faces	['visual_face_recognition','face_perception','facial_recognition','visual_representation','visual_form_recognition','oddball_detection']
Abstraction	faces_edge	edge render of a human face	fixation	edge renders of human faces	['visual_face_recognition','face_perception','facial_recognition','visual_representation','edge_detection','oddball_detection']
Abstraction	faces_photo	photo of a human face	fixation	photos of human faces	['visual_face_recognition','face_perception','facial_recognition','visual_representation','oddball_detection']
Abstraction	flora_geometry	geometry render of flora	fixation	geometry renders of flora	['naturalistic_scenes','visual_shape_recognition','visual_representation','visual_form_recognition','oddball_detection']
Abstraction	flora_edge	edge render of flora	fixation	edge renders of flora	['naturalistic_scenes','visual_shape_recognition','visual_representation','edge_detection','oddball_detection']
Abstraction	flora_photo	photo of flora	fixation	photos of flora	['naturalistic_scenes','visual_shape_recognition','visual_representation','oddball_detection']
Abstraction	objects_geometry	geometry render of an object	fixation	geometry renders of objects	['visual_object_recognition','visual_representation','visual_form_recognition','oddball_detection']
Abstraction	objects_edge	edge render of an object	fixation	edge renders of objects	['visual_object_recognition','visual_representation','edge_detection','oddball_detection']
Abstraction	objects_photo	photo of an object	fixation	photos of objects	['visual_object_recognition','visual_representation','oddball_detection']
Abstraction	places_geometry	geometry render of places	fixation	geometry renders of places	['visual_place_recognition','visual_representation','visual_form_recognition','oddball_detection']
Abstraction	places_edge	edge render of places	fixation	edge renders of places	['visual_place_recognition','visual_representation','edge_detection','oddball_detection']
Abstraction	places_photo	photo of places	fixation	photos of places	['visual_place_recognition','visual_representation','oddball_detection']
Abstraction	humanbody-other	renders of a human body	renders of the rest of categories	renders of human bodies vs of rest of categories	['visual_body_recognition']
Abstraction	animals-other	renders of animals	renders of the rest of categories	renders of animals vs of rest of categories	['animacy_perception']
Abstraction	faces-other	renders of human faces	renders of the rest of categories	renders of faces vs of rest of categories	['visual_face_recognition','face_perception','facial_recognition']
Abstraction	flora-other	renders of flora	renders of the rest of categories	renders of flora vs of rest of categories	['naturalistic_scenes','visual_shape_recognition']
Abstraction	objects-other	renders of objects	renders of the rest of categories	renders of objects vs of rest of categories	['visual_object_recognition']
Abstraction	places-other	renders of places	renders of the rest of categories	renders of places vs of rest of categories	['visual_place_recognition']
Abstraction	geometry-other	geometry renders of all categories	edge and photo renders of all categories	geometry vs edge and photo render	['visual_representation','visual_form_recognition']
Abstraction	edge-other	edge renders of all categories	geometry and photo renders of all categories	edge vs geometry and photo render	['visual_representation','edge_detection']
Abstraction	photo-other	photos of all categories	geometry and edge renders of all categories	photo vs geometry and edge render	['visual_representation']
Abstraction	humanbody_geometry-humanbody_other	geometry render of human bodies	edge and photo renders of a human body	geometry vs edge and photo render of human bodies	['visual_body_recognition','visual_form_recognition']
Abstraction	humanbody_edge-humanbody_other	edges render of human bodies	geometry and photo renders of a human body	edge vs geometry and photo render of human bodies	['visual_body_recognition','edge_detection']
Abstraction	humanbody_photo-humanbody_other	photos of human bodies	geometry and edge renders of a human body	photo vs geometry and edge render of human bodies	['visual_body_recognition','visual_representation']
Abstraction	animals_geometry-animals_other	geometry render of animals	edge and photo renders of animals	geometry vs edge and photo render of animals	['animacy_perception','visual_form_recognition']
Abstraction	animals_edge-animals_other	edges render of animals	geometry and photo renders of animals	edge vs geometry and photo render of animals	['animacy_perception','edge_detection']
Abstraction	animals_photo-animals_other	photos of animals	geometry and edge renders of animals	photo vs geometry and edge render of animals	['animacy_perception','visual_representation']
Abstraction	faces_geometry-faces_other	geometry render of human faces	edge and photo renders of human faces	geometry vs edge and photo render of faces	['visual_face_recognition','face_perception','visual_form_recognition']
Abstraction	faces_edge-faces_other	edges render of faces	geometry and photo renders of faces	edge vs geometry and photo render of faces	['visual_face_recognition','face_perception','edge_detection']
Abstraction	faces_photo-faces_other	photos of human faces	geometry and edge renders of human faces	photo vs geometry and edge render of faces	['visual_face_recognition','face_perception','visual_representation']
Abstraction	flora_geometry-flora_other	geometry render of flora	edge and photo renders of flora	geometry vs edge and photo render of flora	['naturalistic_scenes','visual_shape_recognition','visual_form_recognition']
Abstraction	flora_edge-flora_other	edges render of flora	geometry and photo renders of flora	edge vs geometry and photo render of flora	['naturalistic_scenes','visual_shape_recognition','edge_detection']
Abstraction	flora_photo-flora_other	photos of flora	geometry and edge renders of flora	photo vs geometry and edge render of flora	['naturalistic_scenes','visual_shape_recognition','visual_representation']
Abstraction	objects_geometry-objects_other	geometry render of objects	edge and photo renders of objects	geometry vs edge and photo render of objects	['visual_object_recognition','visual_form_recognition']
Abstraction	objects_edge-objects_other	edges render of objects	geometry and photo renders of objects	edge vs geometry and photo render of objects	['visual_object_recognition','edge_detection']
Abstraction	objects_photo-objects_other	photos of objects	geometry and edge renders of objects	photo vs geometry and edge render of objects	['visual_object_recognition','visual_representation']
Abstraction	places_geometry-places_other	geometry render of places	edge and photo renders of places	geometry vs edge and photo render of places	['visual_place_recognition','visual_form_recognition']
Abstraction	places_edge-places_other	edges render of places	geometry and photo renders of places	edge vs geometry and photo render of places	['visual_place_recognition','edge_detection']
Abstraction	places_photo-places_other	photos of places	geometry and edge renders of places	photo vs geometry and edge render of places	['visual_place_recognition','visual_representation']
Abstraction	response	indicate a star appeared	fixation	button press to star	['oddball_detection','response_selection','response_execution']
MDTB	action_action	hands making knot	fixation	watching hands make a specific knot	['action_perception','procedural_memory','action-outcome_learning','shape_recognition','naturalistic_biological_motion']
MDTB	action_control	resulting knot from different angles	fixation	resulting knot shown from different angles	['action-outcome_learning','shape_recognition']
MDTB	finger_simple	easy button sequence	fixation	easy sequence of button presses	['response_selection','response_execution','right_finger_response_execution']
MDTB	finger_complex	hard button sequence	fixation	hard sequence of button presses	['motor_control','response_selection','response_execution','right_finger_response_execution','task_difficulty']
MDTB	semantic_hard	ambiguous sequence	fixation	hard to decide whether the last word fits in a sentence	['visual_word_recognition','visual_sentence_comprehension','syntactic_parsing','combinatorial_semantics','semantic_processing','task_difficulty','response_selection','response_execution']
MDTB	semantic_easy	natural sequence	fixation	easy to decide whether the last word fits in a sentence	['visual_word_recognition','visual_sentence_comprehension','syntactic_parsing','semantic_processing','response_selection','response_execution']
MDTB	2back_easy	easy 2-back	fixation	easy 2-back	['visual_pattern_recognition','visual_working_memory','updating','object_maintenance','response_selection','response_execution']
MDTB	2back_hard	hard 2-back	fixation	hard 2-back	['visual_pattern_recognition','visual_working_memory','updating','object_maintenance','task_difficulty','response_selection','response_execution']
MDTB	tom_photo	facts	fixation	statement relates to facts from paragraph	['semantic_processing','narrative_comprehension','response_execution','response_selection']
MDTB	tom_belief	believes	fixation	statement relates to character's believes	['semantic_processing','narrative_comprehension','theory_of_mind','response_execution','response_selection']
MDTB	search_easy	easy to find correct shape	fixation	easy to look for the right-oriented shape	['visual_search','visual_localization','salience','response_execution','response_selection']
MDTB	search_hard	hard to find correct shape	fixation	hard to look for the right-oriented shape	['visual_search','visual_localization','visual_form_discrimination','task_difficulty','response_execution','response_selection']
MDTB	flexion_extension	toes flexion-extension	fixation	continuous toes flexion-extension	['response_execution','left_toe_response_execution','right_toe_response_execution']
MDTB	action_action-control	hands making knot	resulting knot from different angles	hands making specific knot vs resulting knot	['action_perception','procedural_memory','action-outcome_learning','shape_recognition','task_difficulty','naturalistic_biological_motion']
MDTB	finger_complex-simple	hard button sequence	easy button sequence	hard vs easy button sequence	['motor_control','task_difficulty']
MDTB	semantic_hard-easy	ambiguous sequence	natural sequence	ambiguous vs natural sequence	['combinatorial_semantics','task_difficulty']
MDTB	2back_hard-easy	hard 2-back	easy 2-back	hard vs easy 2-back	['task_difficulty','object_maintenance']
MDTB	tom_belief-photo	believes	facts	statement relates to believes vs facts	['theory_of_mind']
MDTB	search_hard-easy	hard to find correct shape	easy to find correct shape 	hard vs easy to find the correct shape	['visual_form_discrimination','task_difficulty']
Emotion	neutral_image	neutral valence image	fixation	images with neutral valence	['visual_perception','visual_scene_perception']
Emotion	negative_image	negative valence image	fixation	images with negative valence	['visual_perception','negative_emotion','visual_scene_perception']
Emotion	valence_scale	assess self state	fixation	assessment of emotional state	['emotional_self-evaluation','response_selection','response_execution']
Emotion	negative-neutral	negative image	neutral image	images with negative vs neutral valence	['negative_emotion','visual_scene_perception']
MultiModal	audio_animal	animal sounds	fixation	different animal sounds (except for monkey)	['auditory_perception','auditory_working_memory','auditory_recognition','animacy_perception']
MultiModal	audio_monkey	monkey sounds	fixation	monkey sounds	['auditory_perception','auditory_working_memory','auditory_recognition','animacy_perception']
MultiModal	audio_nature	nature sounds	fixation	sound made by nature	['auditory_perception','auditory_working_memory','auditory_recognition']
MultiModal	audio_silence	silence	fixation	no visual or audio stimuli	['auditory_attention']
MultiModal	audio_speech	speech-like sounds	fixation	speech sounds	['auditory_perception','auditory_working_memory','auditory_recognition','voice_perception','auditory_sentence_recognition','speech_perception','language_processing']
MultiModal	audio_tools	tool sounds	fixation	sound of noise made by tools	['auditory_perception','auditory_working_memory','auditory_recognition','object_recognition']
MultiModal	audio_voice	human made sounds	fixation	sounds made by humans (laugh, cough)	['auditory_perception','auditory_working_memory','auditory_recognition','voice_perception']
MultiModal	tactile_bottom	air puff on bottom lip	fixation	air puff on bottom lip	['tactile_working_memory','sensory_memory','localization']
MultiModal	tactile_middle	air puff on middle lip	fixation	air puff on middle lip	['tactile_working_memory','sensory_memory','localization']
MultiModal	tactile_top	air puff on upper lip	fixation	air puff on upper lip	['tactile_working_memory','sensory_memory','localization']
MultiModal	image_animals	images of animals	fixation	images of animals (no monkeys or birds)	['animacy_perception','visual_perception','visual_recognition','visual_working_memory']
MultiModal	image_birds	images of birds	fixation	images of birds	['animacy_perception','visual_perception','visual_recognition','visual_working_memory']
MultiModal	image_fruits	images of fruits	fixation	images of fruits	['naturalistic_scenes','visual_object_recognition','food_cue_reactivity','visual_perception','visual_working_memory']
MultiModal	image_human_body	images of head-less human bodies	fixation	images of head-less human bodies	['visual_body_recognition','visual_perception','visual_working_memory','body_maintenance']
MultiModal	image_human_face	images of human faces	fixation	images of human faces	['face_perception','visual_perception','visual_face_recognition','visual_working_memory','face_maintenance']
MultiModal	image_human_object	images of vertical objects	fixation	images of vertical objects	['visual_object_recognition','visual_perception','visual_working_memory','object_maintenance']
MultiModal	image_monkey_body	images of head-less monkey bodies	fixation	images of head-less monkey bodies	['animacy_perception','visual_body_recognition','visual_perception','visual_working_memory','body_maintenance']
MultiModal	image_monkey_face	images of monkey faces	fixation	images of monkey faces	['face_perception','visual_perception','visual_face_recognition','animacy_perception','visual_working_memory','face_maintenance']
MultiModal	image_monkey_object	images of round objects	fixation	images of round objects	['visual_object_recognition','visual_perception','visual_working_memory','object_maintenance']
MultiModal	image_sculpture	images of sculptures	fixation	images of sculptures	['visual_object_recognition','visual_perception','visual_working_memory','object_maintenance']
MultiModal	audio	audio stimuli	fixation	all audio stimuli	['auditory_perception','auditory_recognition','auditory_working_memory','voice_perception','speech_perception','animacy_perception','object_recognition']
MultiModal	audio-control	audio stimuli	silence	all audio stimuli vs silence	['auditory_recognition','auditory_working_memory','voice_perception','speech_perception','animacy_perception','object_recognition']
MultiModal	visual	visual stimuli	fixation	all visual stimuli	['animacy_perception','visual_perception','visual_recognition','visual_working_memory','visual_body_recognition','visual_object_detection','face_perception','visual_face_recognition']
MultiModal	visual-control	visual stimuli	silence	all visual stimuli vs pink-noise	['animacy_perception','visual_perception','visual_recognition','visual_body_recognition','visual_object_detection','face_perception','visual_face_recognition']
MultiModal	tactile	tactile stimuli	fixation	all tactile stimuli	['tactile_working_memory','sensory_memory','localization']
MultiModal	tactile-control	tactile stimuli	silence	all tactile stimuli vs no stimuli	['sensory_memory']
MultiModal	audio-visual	audio stimuli	visual stimuli	audio vs visual stimuli	['auditory_perception','auditory_working_memory','auditory_recognition','voice_perception','speech_perception']
MultiModal	visual-audio	visual stimuli	audio stimuli	visual vs audio stimuli	['visual_perception','visual_recognition','visual_body_recognition','visual_object_detection','face_perception','visual_face_recognition']
MultiModal	tactile-visual	tactile stimuli	visual stimuli	tactile vs visual stimuli	['sensory_memory','localization']
MultiModal	visual-tactile	visual stimuli	tactile stimuli	visual vs tactile stimuli	['visual_perception','visual_recognition','visual_body_recognition','visual_object_detection','face_perception','visual_face_recognition']
MultiModal	tactile-audio	tactile stimuli	audio stimuli	tactile vs audio stimuli	['sensory_memory','localization']
MultiModal	audio-tactile	audio stimuli	tactile stimuli	audio vs tactile stimuli	['auditory_perception','auditory_working_memory','auditory_recognition','voice_perception','speech_perception']
MultiModal	face-other	human or monkey faces	rest of visual stimuli	images of human or monkey faces vs rest of visual stimuli	['visual_face_recognition','face_perception']
MultiModal	body-other	human or monkey bodies	rest of visual stimuli	images of human or monkey bodies vs rest of visual stimuli	['visual_body_recognition']
MultiModal	body-non_face	human or monkey faces or bodies	rest of visual stimuli	images of human or monkey faces or bodies vs rest of visual stimuli	['visual_face_recognition','face_perception','visual_body_recognition']
MultiModal	animate-inanimate	faces bodies or animals	rest of visual stimuli	images of all faces, bodies or animals vs rest of visual stimuli	['visual_face_recognition','face_perception','visual_body_recognition','animacy_perception']
MultiModal	monkey_speech-other	monkey sounds	rest of audio stimuli	monkey sounds vs rest of audio stimuli	['animacy_perception']
MultiModal	speech-other	speech sounds	rest of audio stimuli	speech sounds vs rest of audio stimuli	['speech_perception']
MultiModal	speech+voice-other	speech or human sounds	rest of audio stimuli	speech or human sounds vs rest of audio stimuli	['speech_perception','voice_perception','sound_perception']
Mario	keypress_right	go right	fixation	go forward by pressing right key	['spatial_attention','motion_detection','visual_scene_perception','response_execution']
Mario	keypress_left	go left 	fixation	go backwards by pressing left key	['reward_processing','motion_detection','strategy','motor_control','response_execution']
Mario	keypress_jump	jump	fixation	jumping by pressing designated key	['motion_detection','motor_planning','motor_control','response_execution','spatial_cognition']
Mario	onscreen_enemy	enemy appearance	fixation	enemy appearance on screen	['planning','risk_processing','spatial_attention','visual_awareness']
Mario	reward_enemykill_stomp	kill enemy by stomp	fixation	killing an enemy by stomp	['motor_planning','reward_processing','action-outcome_learning','defensive_aggression','risk_processing','auditory_feedback','response_execution']
Mario	reward_coin	get coin	fixation	getting coins	['potential_monetary_reward','reward_anticipation','reward_processing','reward_valuation','auditory_feedback','response_execution']
Mario	action	jump walk or run	fixation	jumping, running or walking	['spatial_attention','motion_detection','spatial_cognition','motor_planning','motor_control','visual_scene_perception','strategy','response_execution']
Mario	loss	lose	fixation	losing power or dying	['loss_aversion','loss','planning','strategy','auditory_feedback']
Mario	reward	get reward	fixation	getting a reward	['motor_planning','reward_processing','action-outcome_learning','defensive_aggression','risk_processing','potential_monetary_reward','reward_anticipation','reward_valuation','auditory_feedback']
Mario	reward-loss	get reward	lose	getting a reward vs losing	['reward_processing','action-outcome_learning','risk_processing','potential_monetary_reward','reward_anticipation','reward_valuation']
Mario	reward_enemykill-others	enemy kill reward	rest of rewards	getting a reward for killing enemy vs other rewards	['action-outcome_learning','defensive_aggression','risk_processing']
